"","門市名稱","門市網址","門市地址","門市電話","營業時間"
"322","湖口門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=340","新竹縣湖口鄉仁和路123號一樓","03-5972109","平日09：00-23：00
假日09：00-23：00"
"323","景和門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=341","新北市中和區景安路162號一樓","02-22432846","平日08：00-24：00
假日08：00-24：00"
"324","鐵站門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=272","台南市東區北門路一段314號","06-2227047","平日08：00-23：00
假日09：00-23：30"
"325","龍東門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=342","桃園市中壢區龍東路215、217號","03-4366440","平日08：00-23：00
假日08：00-23：00"
"326","南投門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=343","南投縣南投市三和三路37號","049-2240722","平日09：00-22：00
假日09：00-22：00"
"327","新小港門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=344","高雄市小港區漢民路311號","07-8068317","平日10：00-23：00
假日10：00-23：00"
"328","吉安門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=345","花蓮縣吉安鄉中山路3段16.18.20號","03-8547043","平日09：00-23：00
假日09：00-23：00"
"329","錦州門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=346","台北市中山區錦州街219號1樓","02-25372396","平日08：00-23：00
假日09：00-23：00"
"330","文橫門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=347","高雄市苓雅區文橫二路41號","07-3381641","平日09：00-23：00
假日09：00-23：00"
"331","中興門市(1.2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=348","桃園市龜山區中興路一段14.16號","03-3507497","平日 0800-2300
假日 0800-2300"
"332","新岡山門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=349","高雄市岡山區壽天路117號","07-6214764","平日 0900-2300
假日 0900-2300"
"333","風城門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=350","新竹市東區民生路192號","03-5340810","平日09：00-23：00
假日09：00-23：00"
"334","壢新門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=351","桃園市中壢區新生路53號一樓","03-4261473","平日09：00-23：00
假日09：00-23：00"
"335","東昇門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=352","台東縣臺東市新生路207號1樓","089-347583","平日 1000-2200
假日 1000-2230"
"336","向心門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=353","台中市南屯區向心南路967號1樓","04-23804162","平日 0900-2300
假日 0900-2300"
"337","永安門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=355","新北市中和區中和路362號1樓","02-29265891","平日08：00-24：00
假日08：00-24：00"
"338","三和門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=356","新北市三重區三和路四段109號","02-82876587","平日08：00-24：00
假日08：00-24：00"
"339","龍潭門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=357","桃園市龍潭區中正路180、182號","03-4991093","平日08：00-22：30
假日08：00-22：30"
"340","龍門門市(1.2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=359","新北市三重區仁愛街39、41號","02-29763449","平日 0800-2400
假日 0800-2400"
"341","新中正門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=134","台北市中正區信義路二段1號","02-23967058","平日08：00-23：00
假日08：00-23：00"
"342","民治門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=135","新北市板橋區民治街125號1樓","02-22508523","平日09：00-23：00
假日09：00-23：00"
"343","萬隆門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=136","台北市文山區羅斯福路五段216之2號1樓","02-89317412","平日08：00-23：00
假日08：00-23：00"
"344","左營門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=137","高雄市左營區華夏路1180號1樓","07-3413837","平日09：00-23：00
假日09：00-23：00"
"345","新東興門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=138","台北市松山區南京東路五段264號1樓","02-27658820","平日08：00-23：00
假日10：00-23：00"
"346","十八甲門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=139","新北市泰山區全興路214號、仁愛路132號","02-85317472","平日08：00-23：00
假日08：00-23：00"
"347","曉陽門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=140","彰化縣彰化市曉陽路36號1樓","04-7220629","平日09：00-22：00
假日09：00-22：00"
"348","雙安門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=142","桃園市桃園區民生路86號1樓","03-3471721","平日09：00-23：00
假日09：00-23：00"
"349","安平門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=143","台南市安平區永華路二段760號1樓","06-2985724","平日 0930-2300
假日 0930-2300"
"350","花蓮門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=144","花蓮縣花蓮市中正路546、548號","03-8324037","平日09：00-23：00
假日09：00-23：00"
"351","大雅門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=148","台中市大雅區中清東路191號","04-25606799","平日09：00-23：00
假日09：00-23：00"
"352","福壽門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=149","新北市新莊區福壽街88號1樓","02-89922521","平日09：00-24：00
假日09：00-24：00"
"353","頭份門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=151","苗栗縣頭份市中正路121、123號1樓","037-662774","平日09：00-22：30
假日09：00-22：30"
"354","五分埔門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=155","台北市信義區永吉路527號1樓","02-27617683","平日  1000-2400
W5.6 1000-0100"
"355","河堤門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=156","高雄市三民區明仁路8號1樓","07-3456514","平日09：00-23：00
假日09：00-23：00"
"356","豐原門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=157","台中市豐原區中正路120號","04-25153032","平日09：00-23：00
假日09：00-23：00"
"357","樹華門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=158","新北市樹林區中華路130號","02-86848699","平日08：00-23：00
假日09：00-23：00"
"358","鳳青門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=159","高雄市鳳山區青年路二段455號1樓","07-7806056","平日10：00-23：00
假日09：00-23：00"
"359","麻豆門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=161","台南市麻豆區興中路70號1樓","06-5711055","平日 0900-2230
假日 0900-2230"
"360","台東門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=163","台東縣臺東市中華路一段405、407號","089-347385","平日 1000-2230
假日 1000-2230"
"361","亭運門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=164","台北市大安區和平東路一段21號1樓","02-23213281","平日08：00-23：00
假日08：00-23：00"
"362","縣府門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=266","新竹縣竹北市縣政九路145號1樓","03-5554195","平日09：00-23：00
假日09：00-22：30"
"363","劍潭門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=167","台北市士林區劍潭路13號1樓","02-28833490","平日08：00-23：30
假日09：00-23：00"
"364","河南門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=169","台中市西屯區河南路二段264號1樓","04-24529934","平日09：00-23：00
假日10：00-24：00"
"365","公園門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=171","台南市中西區公園路60號1樓","06-2219201","平日 1100-2200
週六 1100-2230"
"366","後昌門市(1.2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=172","高雄市楠梓區後昌路856號","07-3647457","平日09：00-23：00
假日09：00-23：00"
"367","南崁門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=173","桃園市蘆竹區南竹路一段66號1樓","03-3128166","平日09：00-23：00
假日09：00-23：00"
"368","鳳勝門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=176","高雄市鳳山區中山路126-2號","07-7407964","平日09：00-23：00
假日09：00-23：00"
"369","新長順門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=179","台北市中山區林森北路111號1樓","02-25236327","平日 0900-0300
假日 0900-0300"
"370","吳興門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=182","台北市信義區吳興街141號1樓","02-27586839","平日08：00-23：00
假日08：00-23：00"
"371","新金山門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=185","新竹市東區金山街10號","03-5679634","平日 1000-2300
假日 1000-2300"
"372","海佃門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=186","台南市安南區海佃路一段126號","06-3585832","平日10：00-23：00
假日10：00-23：00"
"373","東海門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=187","台中市龍井區新興路20、20-1號1樓","04-26319812","平日09：00-23：00
假日09：00-23：00"
"374","康橋門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=188","台南市中西區中正路220號","06-2221593","平日10：00-23：00
假日10：00-23：00"
"375","高醫門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=189","高雄市三民區十全一路100號1樓","07-3223324","平日07：00-23：00
假日07：00-23：00"
"376","得和門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=191","新北市永和區得和路376號1樓","02-29403425","平日09：00-23：00
假日09：00-23：00"
"377","夢時代門市(7樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=192","高雄市前鎮區中華五路789號","07-8230095","平日11:00-22：00
假日10:30-22：30"
"378","民竹門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=193","新北市淡水區民族路60號1樓","02-88097329","平日09：00-23：00
假日09：00-23：00"
"379","同安門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=194","台北市中正區同安街41之1號","02-23671705","平日09：00-23：00
假日09：00-23：00"
"380","新頂旺門市(B1)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=268","新北市中和區中山路三段122號","02-22286348","平日11：00-22：00
假日11：00-22：00"
"381","景安門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=269","新北市中和區景平路506、508號1樓","02-22464434","平日08：00-23：00
假日08：00-23：00"
"382","左大門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=196","高雄市左營區左營大路63、63之1號1樓","07-5859675","平日09：00-23：00
假日09：00-23：00"
"383","後山埤門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=197","台北市南港區忠孝東路六段8號1樓","02-27859509","平日08：00-23：00
假日08：00-23：00"
"384","員林門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=198","彰化縣員林鎮民權街1號1樓","04-8361320","平日09：00-22：30
假日09：00-22：30"
"385","明曜門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=289","台北市大安區忠孝東路四段216巷32弄20號1樓","02-87714435","平日08：00-23：00
假日08：00-23：00"
"386","頂東門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=290","台北市大安區大安路一段43號1樓","02-27769375","平日09：00-24：00
假日09：00-24：00"
"387","大買家門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=291","台中市大里區大明路315號","04-24824587","平日09：00-22：30
假日09：00-22：30"
"388","雙十門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=292","新北市板橋區雙十路三段28號1樓","02-22545663","平日08：00-23：00
假日09：00-23：00"
"389","北新門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=293","新北市新店區民權路39號","02-29118744","平日 0800-2330
假日 0800-2330"
"390","逢甲門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=296","台中市西屯區福星路297號","04-24524046","平日 1000-2400
假日 1000-2400"
"391","新漢門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=297","台中市西屯區漢口路二段142號1樓","04-23158709","平日 0900-2300
假日 0900-2300"
"392","成大門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=300","台南市東區勝利路118號","06-2091967","平日09：00-23：00
假日09：00-23：00"
"393","海合門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=301","桃園市中壢區六和路76號","03-4224904","平日 0930-2300
假日 0930-2330"
"394","新化門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=303","台南市新化區中山路241號","06-5907747","平日09：00-22：30
假日09：00-22：30"
"395","六張犁門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=304","台北市信義區基隆路二段201-1號1樓及崇德街3號1樓","02-27338499","平日 0800-2330
假日 0800-2330"
"396","潮州門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=305","屏東縣潮州鎮新生路40號1樓","08-7892940","平日10：00-22：00
假日09：30-22：30"
"397","沙鹿門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=306","台中市沙鹿區沙田路133號1樓","04-26625683","平日09：00-23：00
假日09：00-23：00"
"398","西華門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=270","台北市松山區復興北路313巷30號1樓","02-25452182","平日08：00-23：00
假日09：00-23：00"
"399","埔里門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=271","南投縣埔里鎮中正路393號","049-2980478","平日09：00-22：00
假日09：00-22：00"
"400","光復門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=307","新竹市東區光復路一段483號","03-6686840","平日10：00-23：00
假日10：00-23：00"
